cid,text,time,author,channel,votes,photo,heart,replies_count,video_id,video_title,video_published_at
UgxgdwbgpMmSKDXzXbp4AaABAg,"а везде пишут, что пюре для детей полезное 🥴 спасибо за информацию, доктор)",2024-07-31T14:45:15Z,@YoAniaYeah,UCXw34d-auHFGxUasX0agyCw,0,https://yt3.ggpht.com/ytc/AIdro_lui9XZWJ-nP0XZXPFqXh7eD0RB7ptZ3TaBEr4U6EBvndw=s48-c-k-c0x00ffffff-no-rj,False,0,aeIyYwmt8z0,"ПРИКОРМ до года,  КАК СДЕЛАТЬ ВСЕ ПРАВИЛЬНО! Рекомендации от педиатра #докторлиза #nikolife #прикорм",2024-07-31T14:30:00Z
UgxKKE-P9xqEhQv7H9x4AaABAg,"Ох, как часто сейчас встречаю проблему - дети едят только банки и потом все удивляется, а почему не едет нормальную еду",2024-07-31T14:43:20Z,@ВиксСмолякова,UCw2D47Jy-pjgf1vySV_BalA,0,https://yt3.ggpht.com/ytc/AIdro_myBJazhnvw4Uk8XJ6hN28r0uPDWqECyembfsXApsTuz4o=s48-c-k-c0x00ffffff-no-rj,False,0,aeIyYwmt8z0,"ПРИКОРМ до года,  КАК СДЕЛАТЬ ВСЕ ПРАВИЛЬНО! Рекомендации от педиатра #докторлиза #nikolife #прикорм",2024-07-31T14:30:00Z
UgyoS9cwYmFPew5pRZN4AaABAg,благодарю за такую полезную информацию !,2024-07-31T14:38:44Z,@Jany_Radha_Ramana,UCGhbeWJhQTrG3klbjcZg-cw,0,https://yt3.ggpht.com/qB7MVZYP65veCzPyx1T8bCPzE5gy4YDG6I1LGuQJA24GpdJ9A9pMVXDr2SMaUGPmeZBryOsUIA=s48-c-k-c0x00ffffff-no-rj,False,0,aeIyYwmt8z0,"ПРИКОРМ до года,  КАК СДЕЛАТЬ ВСЕ ПРАВИЛЬНО! Рекомендации от педиатра #докторлиза #nikolife #прикорм",2024-07-31T14:30:00Z
Ugy2gO8cFtIKL7zGW2p4AaABAg,"Я явно налажала в процессе введения прикорма и результат – избирательность есть)) так что в следующий раз я уже более опытная, надеюсь 😂",2024-07-31T14:36:10Z,@КсенияНарчук,UCPRs0PNcgAWedBMt2BdoLMA,0,https://yt3.ggpht.com/ytc/AIdro_m26DoBrFevEtPD2h7hf-a7Er2umdlsUStHx1-1NoDvmwejotONRP4CZUmOOvKHycWq9aA=s48-c-k-c0x00ffffff-no-rj,False,0,aeIyYwmt8z0,"ПРИКОРМ до года,  КАК СДЕЛАТЬ ВСЕ ПРАВИЛЬНО! Рекомендации от педиатра #докторлиза #nikolife #прикорм",2024-07-31T14:30:00Z
UgwQWEgJBnYK8nmxt1R4AaABAg,Ааа.. как классно) ),2024-07-31T08:27:21Z,@Ольга-ш3у5о,UCzkcyw-FlspC4Ksn8hQpkzA,0,https://yt3.ggpht.com/BKv1u4seTQoveAjfyQUbq0skyRDQqhvrl_cbSWVVhS7zOKtJONOrZNdj-10IakSEEotZ8yQp=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgxMxIhST9dLzoWPgkl4AaABAg,Это что такое🤩,2024-07-30T17:45:50Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgzMxy08xiOYLxsDC2B4AaABAg,🔥🔥🔥,2024-07-30T17:26:32Z,@theilyaefimov,UCTZ9c0lYLm1nVzor9iJhuKg,0,https://yt3.ggpht.com/ytc/AIdro_nb_izmwfFmt9UWr6nV1__tYmSQ_ydq0kXeGwpNDyGfxsA=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgynDU1BYg0uhSm2IKJ4AaABAg,Тоже хочу,2024-07-30T17:02:43Z,@Nikolife_Family,UCZUMOSCMnA1cf9Y-oCqwIAg,0,https://yt3.ggpht.com/wE2OC3KMnKRJ20BvIm4iCHCAwyezPw4jXdEpVuIjQznL_NWQBnTI5k6vjWutpd5ek4Yd_YRr=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
Ugy2GmSnZErtDe7xufR4AaABAg,🎉🎉🎉,2024-07-30T16:11:14Z,@nikolife_kitchen,UCpzWEd-GHQuUVWBw5sPLwRg,0,https://yt3.ggpht.com/_roLAGtFjl13nRennzYuXT5bMn5nESy8348xP11io6lQgUogvLYDq53gIFLhN7U47hpKfXOWAA=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
Ugy5hDFnNiG9SXbi9ld4AaABAg,Такая энергия (энергетика) мне точно нужна 🔥🔥🔥,2024-07-30T15:58:15Z,@КсенияНарчук,UCPRs0PNcgAWedBMt2BdoLMA,0,https://yt3.ggpht.com/ytc/AIdro_m26DoBrFevEtPD2h7hf-a7Er2umdlsUStHx1-1NoDvmwejotONRP4CZUmOOvKHycWq9aA=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgzxkKFJbr1piyHSvA14AaABAg,😍,2024-07-30T15:51:29Z,@ekaterinasine6061,UCYfOKGFHLv_H_ZaAN_H_pgQ,0,https://yt3.ggpht.com/ytc/AIdro_n6_wlUMC9gQdN6eXQvVCJFoCHowvKZiZy7A660JNUx7GU=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgyC2cbGEvG8NuumMQJ4AaABAg,😍😍🔥,2024-07-30T15:47:22Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgyMgE4jVXNa72yMRtl4AaABAg,👏👏👏👏👏👏,2024-07-30T15:39:44Z,@gomeopat_lipkanskaya,UCAmlSEoWXUS4gPgsA9Xz6tA,0,https://yt3.ggpht.com/rju4UFXQIi289WKYdSlWB5jb4ZP3_Ygz82F7azRZrhGd5hFGG2EIe9n8ONmgzuRhHNsVMDgBtA=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
Ugxh1v4c5zyCq1yYbBV4AaABAg,"Супер, можно к вам 💃",2024-07-30T15:19:20Z,@СветланаЖуравлева-х2м,UCRkZPdZ15H--6ywx4mEFl-A,0,https://yt3.ggpht.com/ytc/AIdro_lZeiykQu3SJKcvUV9PRABECQK7Ir-eL37Zd_EdF9L6kcxa6BHZjhuo1kKFwGtzg-TeAhc=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgyvgAi5bkUn-hO_ln94AaABAg,😮 вот это переход,2024-07-30T15:03:44Z,@YoAniaYeah,UCXw34d-auHFGxUasX0agyCw,0,https://yt3.ggpht.com/ytc/AIdro_lui9XZWJ-nP0XZXPFqXh7eD0RB7ptZ3TaBEr4U6EBvndw=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
Ugwm7HtW0iqsKQy2TkZ4AaABAg,Это что такое 🔥🤩,2024-07-30T14:55:43Z,@АннаХаблова-я6и,UCE_JyP2QpxMIa8ec8PcQOuA,0,https://yt3.ggpht.com/ytc/AIdro_nt5I3z1jYCvKqMdDjTdlPDXKigd4iygJ8-8B3Xiw4=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgyQtiA9QOYfUzOScuJ4AaABAg,"Вау, тоже хочу восстановить энергию 😊",2024-07-30T14:55:04Z,@ВиксСмолякова,UCw2D47Jy-pjgf1vySV_BalA,0,https://yt3.ggpht.com/ytc/AIdro_myBJazhnvw4Uk8XJ6hN28r0uPDWqECyembfsXApsTuz4o=s48-c-k-c0x00ffffff-no-rj,False,0,JQxkMbdYprA,Ты - когда восстановила свою энергию с доктором #Nikolife #докторлиза #gangnamstyle,2024-07-30T14:52:12Z
UgyA9LGoudgP6GC3f354AaABAg,Ну да... Соки это самое бесполезное что может быть. Дайте цельный фрукт и просто воду попить,2024-07-30T17:00:29Z,@ИринаВласова-ы3к1х,UCAKe5D9qVFx8AFwS0ezjgUg,0,https://yt3.ggpht.com/ytc/AIdro_kODD9WeU-6llw68xr1bfWYlS132VnvutJq9OGVcFO07GoK7Hdj82hVxfJCPAoXMYLlX2w=s48-c-k-c0x00ffffff-no-rj,False,0,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgzaKLUl1wDqPAAAHeV4AaABAg,"О, я тоже так люблю именно это какао &quot;Золотой ярлык&quot; с детства. Помню,как мама его варила в выходные по утрам нам 😍",2024-07-30T08:34:17Z,@ekaterinasine6061,UCYfOKGFHLv_H_ZaAN_H_pgQ,1,https://yt3.ggpht.com/ytc/AIdro_n6_wlUMC9gQdN6eXQvVCJFoCHowvKZiZy7A660JNUx7GU=s48-c-k-c0x00ffffff-no-rj,False,0,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgyG7F4K0mzb7M5vvmd4AaABAg,Странно обожала в садике пить кофейный напиток и дома несквик ложками могла есть и вроде со мной всё хорошо ( мне 15),2024-07-29T13:28:16Z,@Sonia-v7r,UCXSC3q3XyCAsZM71XLuy-DA,0,https://yt3.ggpht.com/GlmvL1ZMMfV3aBFb4NwM4M4hn4h4X98UgB_ac1Cj-iC_ne9orvHO1sJIaICAO0WXP2-WWmq0=s48-c-k-c0x00ffffff-no-rj,False,0,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgwXJRoYuEgWYYrXVJZ4AaABAg,Мне в детстве делушка делал кофе с молоком дедушка умер я теперь пью только чай❤,2024-07-29T10:14:18Z,@ЕкатеринаСимонова-л8ъ,UCnr3jqH0GqJVQ8PtHH7vwMA,5,https://yt3.ggpht.com/ytc/AIdro_k8DD9_ne4WQJgbxCGGEw2WzKgFgsN9J7e4OcnuLAEXH8WX-xuHich-VuZC7XScYyeBIgM=s48-c-k-c0x00ffffff-no-rj,False,0,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
Ugx8r6Z8B9Q4fKUGPfV4AaABAg,Спасибо! Надо напиток шиповника купить моим ❤️,2024-07-27T14:14:13Z,@alena_vasileva_logoped,UC-1kkIbImFC5I6xoWcZZtpA,10,https://yt3.ggpht.com/otTmEOyUwGcR6-C5qBe3sGR7qmcysfIHxHsFD_O1_SAEdctUl2HTox-ILFANrUR1lMJ-o6rI1PQ=s48-c-k-c0x00ffffff-no-rj,False,0,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgxwE8b6wZuyZUXsaIV4AaABAg,"А ещё в фруктах много сахара и арбузе на пример, я больше скажу, даже в хлебе есть сахар. Немножко но есть",2024-07-27T06:39:33Z,@Rubi_curious,UCSRKiMXRcnqQIOqnxtIW_Hw,8,https://yt3.ggpht.com/7gr9k-ojrvuhFyfbZmbiOYtocWIIeVIzQ-Os0oDxui1pNcq1shREoFPO_TrH1D37cBHv5iluQA=s48-c-k-c0x00ffffff-no-rj,False,2,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgwLn1mMG08QITjhtER4AaABAg,"Один раз поппобрвала компот в детском саду - это сироп . Ещё довольные мне сообщили, что там еще аскорбинка добавлена . И постоянно эти сладкие каши на завтрак и булки. С самого детства, массово, да и дома тоже редко кто кормит детей нормально. Потом удивляются почему все болезни молодеют. Меня это сильно расстраивает ,но принимаю это как виток развития человечества.",2024-07-27T00:19:35Z,@ТатьянаКондрашова-у9г,UCKmm9kByIQTBH_sQUjDtMxw,2,https://yt3.ggpht.com/ytc/AIdro_n-LJ5F74efSBcu9UCnAD-W5UeePJNpNexs-GQL6i4=s48-c-k-c0x00ffffff-no-rj,False,1,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgyczBiwgKTfSJ2td9h4AaABAg,😮,2024-07-26T16:32:59Z,@user-mz9ob2py99f,UCNxLKd2ExDZrs-xOxcrfBeQ,0,https://yt3.ggpht.com/gYBnRryx9gORme6k6pbu4Asy7yymFRYth-fIKvSgaN1qVADpZT75WgYGj7f5fPpF1GVMYrLPkg=s48-c-k-c0x00ffffff-no-rj,False,0,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
Ugxl9gI3aLxTOoaCJRd4AaABAg,спасибо !,2024-07-26T14:05:15Z,@Jany_Radha_Ramana,UCGhbeWJhQTrG3klbjcZg-cw,1,https://yt3.ggpht.com/qB7MVZYP65veCzPyx1T8bCPzE5gy4YDG6I1LGuQJA24GpdJ9A9pMVXDr2SMaUGPmeZBryOsUIA=s48-c-k-c0x00ffffff-no-rj,False,0,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgwJ1d8kSmBEAzoQCEp4AaABAg,А разве так не обзывают какаву?<br>Вы пробовали этот кофейный напиток а?,2024-07-26T14:01:16Z,@Rubi_curious,UCSRKiMXRcnqQIOqnxtIW_Hw,0,https://yt3.ggpht.com/7gr9k-ojrvuhFyfbZmbiOYtocWIIeVIzQ-Os0oDxui1pNcq1shREoFPO_TrH1D37cBHv5iluQA=s48-c-k-c0x00ffffff-no-rj,False,2,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgwXByN6COsT6vAfpq94AaABAg,Кофейный напиток в саду и школе - ячменный.,2024-07-26T13:35:58Z,@ТатьянаКузнецова-я1и5т,UC8Xx3ryeWRkh2hI0uhEaK_A,5,https://yt3.ggpht.com/ytc/AIdro_m06g4ba7hCRtkLzSPcKWyvRTaSnWjIvweO1Dlmy18dWKGUMJ65gOaTx4xTnlht_UcUqeg=s48-c-k-c0x00ffffff-no-rj,False,1,gU6kDWaeL1c,Эти напитки НЕ для ДЕТЕЙ! Что любит ваш ребенок? Пиши в комментарии👇 #докторлиза #nikolife,2024-07-26T13:30:30Z
UgyXOc9P4Jnxheon-eB4AaABAg,"📌📌📌 Список анализов, если ты нашел у себя эти симптомы:<br>-общий анализ крови с развернутой лейкоцитарной формулой и СОЭ<br>-ТТГ<br>-Т3 и Т4 свободные<br>-АТ к ТПО и АТ к ТГ<br>-селен, цинк и медь по сыворотке крови или волосам",2024-07-24T18:11:42Z,@dok_liza,UC1Sx5ZuAhIGk35hsUzb7Evw,0,https://yt3.ggpht.com/JViULz6ADsa4rt_eCCaugKIM0URlhwVJGE7QPsTk5pg_1Uvv9cY2bNwt6YP_q1r-CWDRwHYMJQ=s48-c-k-c0x00ffffff-no-rj,False,0,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgzTQAI-Lh3-4VPCFld4AaABAg,Спасибо ❤,2024-07-30T08:36:29Z,@ekaterinasine6061,UCYfOKGFHLv_H_ZaAN_H_pgQ,0,https://yt3.ggpht.com/ytc/AIdro_n6_wlUMC9gQdN6eXQvVCJFoCHowvKZiZy7A660JNUx7GU=s48-c-k-c0x00ffffff-no-rj,False,0,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgytafAltGmZvrCOeRB4AaABAg,"Раньше  было , как только восстановила щитовидку в Nikolife все ушло",2024-07-26T16:35:23Z,@user-mz9ob2py99f,UCNxLKd2ExDZrs-xOxcrfBeQ,0,https://yt3.ggpht.com/gYBnRryx9gORme6k6pbu4Asy7yymFRYth-fIKvSgaN1qVADpZT75WgYGj7f5fPpF1GVMYrLPkg=s48-c-k-c0x00ffffff-no-rj,False,0,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgwyEhjvyj0vNkUNv1p4AaABAg,"Часто мерзнут ноги, в чем еще может быть причина?",2024-07-24T18:19:33Z,@theilyaefimov,UCTZ9c0lYLm1nVzor9iJhuKg,0,https://yt3.ggpht.com/ytc/AIdro_nb_izmwfFmt9UWr6nV1__tYmSQ_ydq0kXeGwpNDyGfxsA=s48-c-k-c0x00ffffff-no-rj,False,1,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgyaaPOESGl106WyVNR4AaABAg,И где список анализов?,2024-07-24T17:17:29Z,@ИринаВладимирова-с3ы,UCtyuJvBK5aoByvt2d362A1Q,0,https://yt3.ggpht.com/ytc/AIdro_ndWHuilJxaj1RR4GEuprhvl8WSbWqZhVXUN_q2WDs=s48-c-k-c0x00ffffff-no-rj,False,1,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgxtsisnCrk7qYPKc4J4AaABAg,Все про меня😭,2024-07-24T15:23:07Z,@СветланаЖуравлева-х2м,UCRkZPdZ15H--6ywx4mEFl-A,1,https://yt3.ggpht.com/ytc/AIdro_lZeiykQu3SJKcvUV9PRABECQK7Ir-eL37Zd_EdF9L6kcxa6BHZjhuo1kKFwGtzg-TeAhc=s48-c-k-c0x00ffffff-no-rj,False,1,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgxzxsWTUBF-ueAwT6V4AaABAg,❤️❤️,2024-07-24T15:21:06Z,@СофьяДробышева-п9б,UCsaSO2S1ePmJL9IF7KKDbBg,0,https://yt3.ggpht.com/ytc/AIdro_mnL4OPZDwV0ZvwJiguMBZjFKDItNkMkZtzfc4GW9JuiFYMhEu_vCOr9oFwC0xho5j1CpY=s48-c-k-c0x00ffffff-no-rj,False,0,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgzgVY4595MxYl9CQ-V4AaABAg,постоянно ноги мерзнут 😮,2024-07-24T14:44:14Z,@Jany_Radha_Ramana,UCGhbeWJhQTrG3klbjcZg-cw,0,https://yt3.ggpht.com/qB7MVZYP65veCzPyx1T8bCPzE5gy4YDG6I1LGuQJA24GpdJ9A9pMVXDr2SMaUGPmeZBryOsUIA=s48-c-k-c0x00ffffff-no-rj,False,1,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
Ugxgk0NTlqtTkQxvNG14AaABAg,"А если симптомы есть, а по УЗИ всё хорошо",2024-07-24T14:37:39Z,@ТахминаОсипова,UCv18iKiMCogbC034juitUFQ,3,https://yt3.ggpht.com/ytc/AIdro_m1qU1kqgWA2eoib9E0pUrMY1Eq3yUxzGN2YVOIyCU=s48-c-k-c0x00ffffff-no-rj,False,3,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgxKy7xJckeO4wbzYh94AaABAg,👍🏼👍🏼👍🏼,2024-07-24T14:33:19Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgzEkYcf4_MY-9UfQn54AaABAg,Очень круто 🔥,2024-07-24T14:33:10Z,@АннаХаблова-я6и,UCE_JyP2QpxMIa8ec8PcQOuA,1,https://yt3.ggpht.com/ytc/AIdro_nt5I3z1jYCvKqMdDjTdlPDXKigd4iygJ8-8B3Xiw4=s48-c-k-c0x00ffffff-no-rj,False,0,TmsIVLuxxbY,Ваша ЩИТОВИДНАЯ железа ПЛОХО РАБОТАЕТ!Тестирование здесь и сейчас от #докторлиза #nikolife,2024-07-24T14:30:20Z
UgzEOgx14MFeFhTUp4N4AaABAg,Спасибо за полезную информацию 🌷,2024-07-30T08:37:07Z,@ekaterinasine6061,UCYfOKGFHLv_H_ZaAN_H_pgQ,0,https://yt3.ggpht.com/ytc/AIdro_n6_wlUMC9gQdN6eXQvVCJFoCHowvKZiZy7A660JNUx7GU=s48-c-k-c0x00ffffff-no-rj,False,0,x6QQp5rLyeI,ПРИЗНАКИ ЖЕЛЕЗОДЕФИЦИТА от #докторлиза Какие симптомы нашли у себя? #nikolife #анемия,2024-07-22T14:30:31Z
Ugw5AuS_u1YUOtp0Jj14AaABAg,Нужно знать каждой женщине ❤,2024-07-26T16:37:07Z,@user-mz9ob2py99f,UCNxLKd2ExDZrs-xOxcrfBeQ,1,https://yt3.ggpht.com/gYBnRryx9gORme6k6pbu4Asy7yymFRYth-fIKvSgaN1qVADpZT75WgYGj7f5fPpF1GVMYrLPkg=s48-c-k-c0x00ffffff-no-rj,False,0,x6QQp5rLyeI,ПРИЗНАКИ ЖЕЛЕЗОДЕФИЦИТА от #докторлиза Какие симптомы нашли у себя? #nikolife #анемия,2024-07-22T14:30:31Z
UgznAnRI_FIua35bQEF4AaABAg,"Синяки от гравитационного птоза, обнаружилась мышца😂😂😂",2024-07-26T10:40:32Z,@МарьянаИванова-з6л,UCZvpnj9mMOz2ykk1yewUTrg,0,https://yt3.ggpht.com/ytc/AIdro_lKA5xXH3wlZD930CEfuAOoR0w3w2wNTk1koBRIYps=s48-c-k-c0x00ffffff-no-rj,False,1,x6QQp5rLyeI,ПРИЗНАКИ ЖЕЛЕЗОДЕФИЦИТА от #докторлиза Какие симптомы нашли у себя? #nikolife #анемия,2024-07-22T14:30:31Z
UgyjDkt93ZAUc8WGclJ4AaABAg,Классное видео👌🏼🤤,2024-07-24T12:39:59Z,@АннаХаблова-я6и,UCE_JyP2QpxMIa8ec8PcQOuA,1,https://yt3.ggpht.com/ytc/AIdro_nt5I3z1jYCvKqMdDjTdlPDXKigd4iygJ8-8B3Xiw4=s48-c-k-c0x00ffffff-no-rj,False,0,x6QQp5rLyeI,ПРИЗНАКИ ЖЕЛЕЗОДЕФИЦИТА от #докторлиза Какие симптомы нашли у себя? #nikolife #анемия,2024-07-22T14:30:31Z
Ugz-TxzEPICxXGnxmXl4AaABAg,спасибо за информацию!,2024-07-23T11:16:04Z,@Jany_Radha_Ramana,UCGhbeWJhQTrG3klbjcZg-cw,1,https://yt3.ggpht.com/qB7MVZYP65veCzPyx1T8bCPzE5gy4YDG6I1LGuQJA24GpdJ9A9pMVXDr2SMaUGPmeZBryOsUIA=s48-c-k-c0x00ffffff-no-rj,False,0,x6QQp5rLyeI,ПРИЗНАКИ ЖЕЛЕЗОДЕФИЦИТА от #докторлиза Какие симптомы нашли у себя? #nikolife #анемия,2024-07-22T14:30:31Z
UgzunwsE7D2_D3rYOAF4AaABAg,"Все мое🥴 пора идти сдавать анализы, но сначала тест…",2024-07-23T10:52:34Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,1,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,x6QQp5rLyeI,ПРИЗНАКИ ЖЕЛЕЗОДЕФИЦИТА от #докторлиза Какие симптомы нашли у себя? #nikolife #анемия,2024-07-22T14:30:31Z
UgyPLjw1cjar-zVnzAR4AaABAg,Насчитала 3 🙃 пойду жаловаться своему доктору,2024-07-23T10:44:04Z,@СофьяДробышева-п9б,UCsaSO2S1ePmJL9IF7KKDbBg,0,https://yt3.ggpht.com/ytc/AIdro_mnL4OPZDwV0ZvwJiguMBZjFKDItNkMkZtzfc4GW9JuiFYMhEu_vCOr9oFwC0xho5j1CpY=s48-c-k-c0x00ffffff-no-rj,False,1,x6QQp5rLyeI,ПРИЗНАКИ ЖЕЛЕЗОДЕФИЦИТА от #докторлиза Какие симптомы нашли у себя? #nikolife #анемия,2024-07-22T14:30:31Z
UgzZ-tJdEc74A9HUWGN4AaABAg,"кажется, я всё-таки не от усталости зеваю 🤪",2024-07-23T10:27:30Z,@YoAniaYeah,UCXw34d-auHFGxUasX0agyCw,1,https://yt3.ggpht.com/ytc/AIdro_lui9XZWJ-nP0XZXPFqXh7eD0RB7ptZ3TaBEr4U6EBvndw=s48-c-k-c0x00ffffff-no-rj,False,1,x6QQp5rLyeI,ПРИЗНАКИ ЖЕЛЕЗОДЕФИЦИТА от #докторлиза Какие симптомы нашли у себя? #nikolife #анемия,2024-07-22T14:30:31Z
